               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.026513,           0.0080637,           0.0091862,             0.99657,                   1,               0.995,             0.82511,            0.011217,           0.0038139,           0.0031201,           0.0069112,           0.0069112,           0.0069112
                 158,             0.02742,           0.0083022,            0.010632,             0.99547,                   1,               0.995,             0.70357,            0.018204,           0.0040989,           0.0030932,           0.0068914,           0.0068914,           0.0068914
                 159,            0.033276,           0.0080916,            0.010465,             0.99503,                   1,               0.995,             0.68191,            0.016185,           0.0040687,           0.0030356,           0.0068716,           0.0068716,           0.0068716
                 160,            0.029111,           0.0070419,           0.0064546,             0.99503,                   1,               0.995,             0.68191,            0.016185,           0.0040687,           0.0030356,           0.0068518,           0.0068518,           0.0068518
                 161,            0.023312,           0.0083894,           0.0075338,             0.99571,                   1,               0.995,             0.68074,            0.012385,           0.0038953,           0.0030775,            0.006832,            0.006832,            0.006832
                 162,            0.022068,           0.0081464,           0.0081944,             0.74977,             0.98582,               0.995,             0.65618,            0.014505,            0.004039,           0.0030254,           0.0068122,           0.0068122,           0.0068122
                 163,            0.027801,           0.0074113,           0.0091427,             0.99132,                   1,               0.995,             0.79225,             0.01694,           0.0040409,           0.0029965,           0.0067924,           0.0067924,           0.0067924
                 164,            0.027898,           0.0074149,            0.010469,             0.99132,                   1,               0.995,             0.79225,             0.01694,           0.0040409,           0.0029965,           0.0067726,           0.0067726,           0.0067726
                 165,            0.027329,           0.0070669,           0.0081317,             0.99484,                   1,               0.995,             0.73901,            0.014571,           0.0039624,           0.0029827,           0.0067528,           0.0067528,           0.0067528
                 166,            0.026434,           0.0076467,           0.0072701,             0.99498,                   1,               0.995,             0.83388,             0.01348,           0.0039879,           0.0029372,            0.006733,            0.006733,            0.006733
                 167,            0.027672,           0.0075226,           0.0078716,             0.99495,                   1,               0.995,              0.5236,            0.017718,            0.004156,           0.0029084,           0.0067132,           0.0067132,           0.0067132
                 168,            0.029238,           0.0076829,           0.0065178,             0.99495,                   1,               0.995,              0.5236,            0.017718,            0.004156,           0.0029084,           0.0066934,           0.0066934,           0.0066934
                 169,            0.021989,            0.006014,            0.005741,             0.99467,                   1,               0.995,             0.65039,            0.011858,           0.0039122,           0.0029093,           0.0066736,           0.0066736,           0.0066736
                 170,            0.023206,           0.0078551,           0.0062986,             0.74773,                   1,               0.995,             0.77898,            0.015866,           0.0039533,           0.0028398,           0.0066538,           0.0066538,           0.0066538
                 171,            0.032415,           0.0081419,           0.0081607,             0.99461,                   1,               0.995,             0.73387,            0.013964,           0.0038298,            0.002819,            0.006634,            0.006634,            0.006634
                 172,            0.025102,           0.0080383,           0.0074266,             0.99461,                   1,               0.995,             0.73387,            0.013964,           0.0038298,            0.002819,           0.0066142,           0.0066142,           0.0066142
                 173,            0.023476,           0.0073785,           0.0085751,             0.99445,                   1,               0.995,              0.8079,            0.011137,            0.003714,           0.0028302,           0.0065944,           0.0065944,           0.0065944
                 174,            0.024098,           0.0072888,           0.0065966,               0.761,                   1,               0.995,             0.74839,            0.015757,           0.0040004,           0.0028207,           0.0065746,           0.0065746,           0.0065746
                 175,            0.028887,           0.0074875,           0.0070279,             0.99451,                   1,               0.995,             0.59101,            0.015858,           0.0039565,           0.0028302,           0.0065548,           0.0065548,           0.0065548
                 176,            0.027129,           0.0070448,           0.0059912,             0.99451,                   1,               0.995,             0.59101,            0.015858,           0.0039565,           0.0028302,            0.006535,            0.006535,            0.006535
                 177,            0.024092,           0.0076008,            0.010131,             0.99459,                   1,               0.995,             0.68096,            0.012498,           0.0037418,           0.0028502,           0.0065152,           0.0065152,           0.0065152
                 178,             0.02333,           0.0071567,           0.0083468,             0.97132,                   1,               0.995,             0.68013,            0.015813,           0.0038704,           0.0029019,           0.0064954,           0.0064954,           0.0064954
                 179,            0.026693,           0.0080041,           0.0080266,             0.99518,                   1,               0.995,             0.56313,            0.017088,           0.0040698,           0.0028418,           0.0064756,           0.0064756,           0.0064756
                 180,            0.027582,            0.007116,           0.0063283,             0.99518,                   1,               0.995,             0.56313,            0.017088,           0.0040698,           0.0028418,           0.0064558,           0.0064558,           0.0064558
                 181,            0.023689,            0.007671,           0.0074676,             0.99564,                   1,               0.995,             0.71705,            0.010938,           0.0036451,            0.002849,            0.006436,            0.006436,            0.006436
                 182,            0.027551,           0.0074996,           0.0060729,             0.88954,                   1,             0.99049,              0.6878,            0.020029,           0.0041222,           0.0028883,           0.0064162,           0.0064162,           0.0064162
                 183,            0.033329,            0.007919,           0.0059163,             0.99575,                   1,               0.995,             0.84767,            0.013709,           0.0037087,           0.0029032,           0.0063964,           0.0063964,           0.0063964
                 184,            0.023797,           0.0081502,           0.0064645,             0.99575,                   1,               0.995,             0.84767,            0.013709,           0.0037087,           0.0029032,           0.0063766,           0.0063766,           0.0063766
                 185,            0.023623,           0.0071354,           0.0063118,             0.99598,                   1,               0.995,             0.82939,             0.01254,           0.0035175,           0.0029047,           0.0063568,           0.0063568,           0.0063568
                 186,            0.024297,            0.006726,            0.006019,             0.91179,                   1,             0.99381,             0.75153,            0.016479,           0.0037768,           0.0029318,            0.006337,            0.006337,            0.006337
                 187,            0.026959,           0.0077498,           0.0064104,             0.99595,                   1,               0.995,             0.73333,            0.014922,           0.0038117,           0.0028863,           0.0063172,           0.0063172,           0.0063172
                 188,            0.025922,           0.0076171,           0.0097589,             0.99595,                   1,               0.995,             0.73333,            0.014922,           0.0038117,           0.0028863,           0.0062974,           0.0062974,           0.0062974
                 189,            0.023706,           0.0075514,           0.0083035,             0.99604,                   1,               0.995,             0.80724,             0.01158,           0.0035785,           0.0029466,           0.0062776,           0.0062776,           0.0062776
                 190,            0.024797,           0.0079062,            0.009049,             0.99629,                   1,               0.995,             0.71472,            0.014633,           0.0038018,           0.0029785,           0.0062578,           0.0062578,           0.0062578
                 191,            0.029349,           0.0079251,           0.0056488,             0.91412,                   1,               0.995,             0.83209,            0.013481,           0.0035881,           0.0029837,            0.006238,            0.006238,            0.006238
                 192,            0.024663,           0.0087614,           0.0069966,             0.91412,                   1,               0.995,             0.83209,            0.013481,           0.0035881,           0.0029837,           0.0062182,           0.0062182,           0.0062182
                 193,              0.0244,           0.0075915,           0.0059866,             0.99568,                   1,               0.995,             0.84386,            0.011901,           0.0035257,           0.0029979,           0.0061984,           0.0061984,           0.0061984
                 194,            0.024712,           0.0078754,           0.0060728,             0.99575,                   1,               0.995,             0.73829,            0.015808,           0.0039647,           0.0030434,           0.0061786,           0.0061786,           0.0061786
                 195,             0.02577,            0.007272,           0.0069474,             0.99576,                   1,               0.995,             0.72961,            0.011663,           0.0034204,           0.0030001,           0.0061588,           0.0061588,           0.0061588
                 196,            0.025514,           0.0083825,           0.0066973,             0.99576,                   1,               0.995,             0.72961,            0.011663,           0.0034204,           0.0030001,            0.006139,            0.006139,            0.006139
                 197,            0.020213,           0.0065067,           0.0081595,             0.99567,                   1,               0.995,             0.75195,             0.01001,           0.0033187,           0.0029935,           0.0061192,           0.0061192,           0.0061192
                 198,            0.022959,           0.0063489,           0.0066716,             0.99561,                   1,               0.995,             0.78599,            0.014066,            0.003659,           0.0029589,           0.0060994,           0.0060994,           0.0060994
                 199,            0.025079,           0.0070206,           0.0048899,             0.99564,                   1,               0.995,             0.79347,            0.014793,           0.0037133,           0.0028934,           0.0060796,           0.0060796,           0.0060796
                 200,            0.026966,           0.0076825,           0.0064299,             0.99564,                   1,               0.995,             0.79347,            0.014793,           0.0037133,           0.0028934,           0.0060598,           0.0060598,           0.0060598
                 201,            0.024068,           0.0067038,           0.0091806,             0.99563,                   1,               0.995,             0.83037,            0.013989,           0.0035782,           0.0029089,             0.00604,             0.00604,             0.00604
                 202,            0.024371,           0.0068205,           0.0059284,             0.78757,                   1,             0.99381,             0.70371,            0.015502,           0.0038909,              0.0029,           0.0060202,           0.0060202,           0.0060202
                 203,            0.026047,           0.0062658,            0.007209,             0.99657,                   1,               0.995,              0.7549,            0.015049,           0.0036177,            0.002944,           0.0060004,           0.0060004,           0.0060004
                 204,             0.02481,           0.0060045,           0.0065944,             0.99657,                   1,               0.995,              0.7549,            0.015049,           0.0036177,            0.002944,           0.0059806,           0.0059806,           0.0059806
                 205,            0.022291,            0.006975,           0.0098715,             0.99679,                   1,               0.995,             0.83638,            0.013126,           0.0035845,           0.0029524,           0.0059608,           0.0059608,           0.0059608
                 206,            0.023664,           0.0060375,           0.0066783,             0.99688,                   1,               0.995,             0.80656,            0.012709,           0.0037451,           0.0029306,            0.005941,            0.005941,            0.005941
                 207,            0.024475,           0.0080346,           0.0082924,             0.89041,                   1,               0.995,             0.77786,            0.013742,           0.0040027,           0.0029709,           0.0059212,           0.0059212,           0.0059212
                 208,            0.024198,           0.0073748,           0.0068328,             0.89041,                   1,               0.995,             0.77786,            0.013742,           0.0040027,           0.0029709,           0.0059014,           0.0059014,           0.0059014
                 209,            0.022964,            0.007207,            0.010417,              0.8987,                   1,               0.995,             0.87795,            0.010701,           0.0038669,           0.0030063,           0.0058816,           0.0058816,           0.0058816
                 210,            0.021294,           0.0080395,           0.0083923,             0.99651,                   1,               0.995,             0.81088,            0.011682,           0.0039575,           0.0030271,           0.0058618,           0.0058618,           0.0058618
                 211,            0.024342,           0.0072624,           0.0066758,             0.99674,                   1,               0.995,             0.80814,            0.012736,           0.0037701,            0.002975,            0.005842,            0.005842,            0.005842
                 212,            0.026105,           0.0089706,            0.007562,             0.99674,                   1,               0.995,             0.80814,            0.012736,           0.0037701,            0.002975,           0.0058222,           0.0058222,           0.0058222
                 213,            0.022458,           0.0067845,           0.0070553,             0.99679,                   1,               0.995,             0.83495,            0.011158,           0.0035261,           0.0029613,           0.0058024,           0.0058024,           0.0058024
                 214,            0.022055,           0.0061378,           0.0053661,             0.99649,                   1,               0.995,             0.77136,            0.014362,           0.0037374,           0.0028967,           0.0057826,           0.0057826,           0.0057826
                 215,            0.025273,            0.008617,           0.0069973,             0.99672,                   1,               0.995,             0.85833,              0.0119,           0.0036061,            0.002856,           0.0057628,           0.0057628,           0.0057628
                 216,            0.022326,           0.0066017,           0.0047087,             0.99672,                   1,               0.995,             0.85833,              0.0119,           0.0036061,            0.002856,            0.005743,            0.005743,            0.005743
                 217,             0.01928,           0.0071692,           0.0043748,             0.99678,                   1,               0.995,             0.89285,           0.0096489,           0.0035356,           0.0028591,           0.0057232,           0.0057232,           0.0057232
                 218,            0.023613,           0.0067798,           0.0062445,             0.99693,                   1,               0.995,             0.76313,            0.017885,           0.0042694,           0.0028322,           0.0057034,           0.0057034,           0.0057034
                 219,            0.027247,           0.0079248,           0.0081063,             0.99677,                   1,               0.995,             0.84667,            0.010676,           0.0036828,            0.002827,           0.0056836,           0.0056836,           0.0056836
                 220,            0.022784,           0.0078171,           0.0050054,             0.99677,                   1,               0.995,             0.84667,            0.010676,           0.0036828,            0.002827,           0.0056638,           0.0056638,           0.0056638
                 221,            0.020858,           0.0068064,           0.0068455,              0.9966,                   1,               0.995,             0.86683,            0.010246,           0.0036394,           0.0028388,            0.005644,            0.005644,            0.005644
                 222,            0.020693,            0.007029,           0.0060064,             0.99685,                   1,               0.995,             0.82647,            0.012574,           0.0037786,           0.0028411,           0.0056242,           0.0056242,           0.0056242
                 223,            0.023925,           0.0067475,           0.0084891,             0.99667,                   1,               0.995,             0.76178,              0.0137,           0.0037245,           0.0028236,           0.0056044,           0.0056044,           0.0056044
                 224,            0.022903,           0.0075032,           0.0046483,             0.99667,                   1,               0.995,             0.76178,              0.0137,           0.0037245,           0.0028236,           0.0055846,           0.0055846,           0.0055846
                 225,            0.020203,           0.0069097,           0.0074173,             0.99664,                   1,               0.995,             0.81092,            0.011717,           0.0036135,           0.0028655,           0.0055648,           0.0055648,           0.0055648
                 226,            0.019085,            0.006571,           0.0059404,             0.99659,                   1,               0.995,             0.71301,            0.012889,           0.0037035,            0.002838,            0.005545,            0.005545,            0.005545
                 227,            0.023201,           0.0065707,           0.0082419,              0.9961,                   1,               0.995,             0.84993,            0.011985,           0.0036258,           0.0028855,           0.0055252,           0.0055252,           0.0055252
                 228,            0.022216,           0.0067518,           0.0072362,              0.9961,                   1,               0.995,             0.84993,            0.011985,           0.0036258,           0.0028855,           0.0055054,           0.0055054,           0.0055054
                 229,            0.017898,           0.0058339,           0.0084368,             0.99562,                   1,               0.995,              0.8989,           0.0089829,           0.0033082,            0.002868,           0.0054856,           0.0054856,           0.0054856
                 230,            0.018838,           0.0070243,           0.0073191,             0.99519,                   1,               0.995,             0.85295,            0.013519,           0.0037694,           0.0028709,           0.0054658,           0.0054658,           0.0054658
                 231,            0.025078,           0.0068711,           0.0078243,              0.9954,                   1,               0.995,             0.81517,            0.011911,           0.0038593,           0.0028479,            0.005446,            0.005446,            0.005446
                 232,              0.0202,           0.0072434,           0.0039275,              0.9954,                   1,               0.995,             0.81517,            0.011911,           0.0038593,           0.0028479,           0.0054262,           0.0054262,           0.0054262
                 233,            0.019254,             0.00597,           0.0054547,             0.99551,                   1,               0.995,             0.88203,           0.0088059,           0.0035487,           0.0028405,           0.0054064,           0.0054064,           0.0054064
                 234,            0.019854,           0.0057436,            0.005211,             0.99576,                   1,               0.995,             0.76312,            0.015323,           0.0041241,             0.00275,           0.0053866,           0.0053866,           0.0053866
                 235,              0.0266,           0.0063449,           0.0055646,             0.99575,                   1,               0.995,             0.83712,            0.010289,           0.0036483,           0.0027575,           0.0053668,           0.0053668,           0.0053668
                 236,            0.021507,           0.0068316,           0.0069242,             0.99575,                   1,               0.995,             0.83712,            0.010289,           0.0036483,           0.0027575,            0.005347,            0.005347,            0.005347
                 237,            0.018008,           0.0071351,            0.006461,             0.99593,                   1,               0.995,             0.88148,           0.0081792,           0.0035228,           0.0027173,           0.0053272,           0.0053272,           0.0053272
                 238,            0.020697,           0.0066088,           0.0063216,              0.9961,                   1,               0.995,             0.81048,            0.013175,           0.0038161,           0.0026112,           0.0053074,           0.0053074,           0.0053074
                 239,            0.024317,           0.0080121,           0.0050074,             0.99644,                   1,               0.995,             0.88408,           0.0095115,           0.0034398,           0.0025752,           0.0052876,           0.0052876,           0.0052876
                 240,            0.023706,           0.0078578,           0.0080066,             0.99644,                   1,               0.995,             0.88408,           0.0095115,           0.0034398,           0.0025752,           0.0052678,           0.0052678,           0.0052678
                 241,            0.020658,           0.0061727,           0.0064988,             0.99683,                   1,               0.995,             0.91227,           0.0080668,           0.0032732,           0.0025426,            0.005248,            0.005248,            0.005248
                 242,            0.022311,           0.0074832,           0.0048666,             0.99721,                   1,               0.995,              0.6766,             0.01629,           0.0040165,           0.0024801,           0.0052282,           0.0052282,           0.0052282
                 243,            0.028739,            0.006958,           0.0088975,             0.99669,                   1,               0.995,             0.83142,            0.009182,           0.0035319,           0.0025462,           0.0052084,           0.0052084,           0.0052084
                 244,            0.018633,           0.0060188,           0.0058949,             0.99669,                   1,               0.995,             0.83142,            0.009182,           0.0035319,           0.0025462,           0.0051886,           0.0051886,           0.0051886
                 245,            0.019107,           0.0060494,           0.0077614,             0.99633,                   1,               0.995,              0.8559,            0.010012,           0.0036263,           0.0025452,           0.0051688,           0.0051688,           0.0051688
                 246,            0.020554,           0.0059446,           0.0085418,             0.99566,                   1,               0.995,             0.67667,            0.012875,           0.0039027,           0.0024719,            0.005149,            0.005149,            0.005149
                 247,            0.024078,           0.0077018,           0.0065055,             0.99565,                   1,               0.995,             0.71445,            0.012539,            0.004016,           0.0024992,           0.0051292,           0.0051292,           0.0051292
                 248,            0.021246,            0.007403,           0.0047783,             0.99565,                   1,               0.995,             0.71445,            0.012539,            0.004016,           0.0024992,           0.0051094,           0.0051094,           0.0051094
                 249,            0.020107,           0.0063444,           0.0047753,             0.99565,                   1,               0.995,             0.84543,            0.009352,           0.0039512,           0.0024803,           0.0050896,           0.0050896,           0.0050896
                 250,            0.019632,           0.0093196,           0.0079982,             0.99595,                   1,               0.995,             0.84309,            0.011821,           0.0039164,           0.0024431,           0.0050698,           0.0050698,           0.0050698
                 251,            0.019805,           0.0074477,            0.007974,             0.99612,                   1,               0.995,             0.69936,            0.011737,           0.0037974,           0.0024072,             0.00505,             0.00505,             0.00505
                 252,            0.021478,           0.0075652,           0.0051221,             0.99612,                   1,               0.995,             0.69936,            0.011737,           0.0037974,           0.0024072,           0.0050302,           0.0050302,           0.0050302
                 253,             0.01841,           0.0075816,           0.0048816,             0.99624,                   1,               0.995,             0.76153,           0.0092527,           0.0035534,           0.0024004,           0.0050104,           0.0050104,           0.0050104
                 254,            0.018205,            0.006663,           0.0044126,             0.99625,                   1,               0.995,               0.743,            0.012946,           0.0038928,           0.0023888,           0.0049906,           0.0049906,           0.0049906
                 255,            0.022809,           0.0058229,           0.0052694,             0.99635,                   1,               0.995,             0.81052,            0.010148,           0.0035002,           0.0023753,           0.0049708,           0.0049708,           0.0049708
                 256,            0.016979,           0.0069935,           0.0046428,             0.99635,                   1,               0.995,             0.81052,            0.010148,           0.0035002,           0.0023753,            0.004951,            0.004951,            0.004951
                 257,            0.016656,            0.005896,           0.0047458,              0.9964,                   1,               0.995,             0.88545,           0.0089835,            0.003346,           0.0023632,           0.0049312,           0.0049312,           0.0049312
                 258,            0.017543,           0.0068339,           0.0081758,             0.99681,                   1,               0.995,             0.80067,           0.0087955,           0.0033406,           0.0023205,           0.0049114,           0.0049114,           0.0049114
                 259,            0.019504,            0.006407,           0.0065347,             0.99711,                   1,               0.995,             0.79909,            0.012806,           0.0036867,           0.0022936,           0.0048916,           0.0048916,           0.0048916
                 260,            0.025158,           0.0064839,            0.005235,             0.99711,                   1,               0.995,             0.79909,            0.012806,           0.0036867,           0.0022936,           0.0048718,           0.0048718,           0.0048718
                 261,            0.021423,           0.0060188,           0.0047987,              0.9969,                   1,               0.995,             0.86126,            0.011641,           0.0034869,           0.0022821,            0.004852,            0.004852,            0.004852
                 262,            0.021731,            0.006725,           0.0070428,             0.99649,                   1,               0.995,             0.67755,            0.011959,           0.0035001,           0.0022967,           0.0048322,           0.0048322,           0.0048322
                 263,             0.02565,            0.007019,            0.005461,             0.99622,                   1,               0.995,             0.74912,            0.013269,           0.0035218,           0.0022763,           0.0048124,           0.0048124,           0.0048124
                 264,            0.021947,           0.0067071,           0.0052212,             0.99622,                   1,               0.995,             0.74912,            0.013269,           0.0035218,           0.0022763,           0.0047926,           0.0047926,           0.0047926
                 265,            0.017331,           0.0061985,           0.0054546,             0.99598,                   1,               0.995,             0.91287,            0.007846,           0.0031243,           0.0022922,           0.0047728,           0.0047728,           0.0047728
                 266,             0.01768,           0.0073742,           0.0043217,             0.99578,                   1,               0.995,             0.74493,            0.012421,           0.0033732,           0.0022748,            0.004753,            0.004753,            0.004753
                 267,            0.021177,           0.0071599,           0.0047641,              0.9958,                   1,               0.995,             0.85315,           0.0094307,           0.0032463,           0.0022762,           0.0047332,           0.0047332,           0.0047332
                 268,            0.021384,           0.0066356,            0.004213,              0.9958,                   1,               0.995,             0.85315,           0.0094307,           0.0032463,           0.0022762,           0.0047134,           0.0047134,           0.0047134
                 269,            0.018909,           0.0057873,           0.0055997,             0.99584,                   1,               0.995,              0.8759,           0.0083523,           0.0030688,           0.0022647,           0.0046936,           0.0046936,           0.0046936
                 270,            0.017767,             0.00628,           0.0051945,              0.9958,                   1,               0.995,                0.87,            0.011636,           0.0033704,           0.0022293,           0.0046738,           0.0046738,           0.0046738
                 271,            0.020442,           0.0057734,           0.0045593,              0.9957,                   1,               0.995,             0.75809,            0.010142,           0.0033513,           0.0022376,            0.004654,            0.004654,            0.004654
                 272,            0.024963,           0.0062517,           0.0047259,              0.9957,                   1,               0.995,             0.75809,            0.010142,           0.0033513,           0.0022376,           0.0046342,           0.0046342,           0.0046342
                 273,            0.017816,           0.0071188,           0.0047091,             0.99576,                   1,               0.995,             0.85898,           0.0086731,           0.0031548,           0.0022158,           0.0046144,           0.0046144,           0.0046144
                 274,            0.019743,           0.0064236,           0.0055442,             0.99585,                   1,               0.995,             0.72613,            0.010902,           0.0032556,           0.0021835,           0.0045946,           0.0045946,           0.0045946
                 275,            0.024971,           0.0070225,           0.0095763,             0.99603,                   1,               0.995,             0.73158,            0.012553,           0.0034603,           0.0021846,           0.0045748,           0.0045748,           0.0045748
                 276,            0.021161,           0.0081077,           0.0038466,             0.99603,                   1,               0.995,             0.73158,            0.012553,           0.0034603,           0.0021846,            0.004555,            0.004555,            0.004555
                 277,             0.01985,           0.0073646,            0.004394,             0.99616,                   1,               0.995,             0.83241,            0.011042,            0.003314,           0.0021946,           0.0045352,           0.0045352,           0.0045352
                 278,             0.01899,           0.0079248,           0.0045474,             0.99649,                   1,               0.995,             0.85537,           0.0094268,           0.0030812,           0.0021743,           0.0045154,           0.0045154,           0.0045154
                 279,            0.021228,           0.0065279,           0.0047735,             0.99648,                   1,               0.995,             0.75988,            0.010504,            0.003212,           0.0021739,           0.0044956,           0.0044956,           0.0044956
                 280,            0.018584,            0.005462,           0.0068898,             0.99648,                   1,               0.995,             0.75988,            0.010504,            0.003212,           0.0021739,           0.0044758,           0.0044758,           0.0044758
                 281,            0.018109,           0.0071074,           0.0048962,             0.99655,                   1,               0.995,             0.80885,           0.0098674,           0.0032873,           0.0021735,            0.004456,            0.004456,            0.004456
                 282,            0.017325,           0.0065475,           0.0032094,              0.9967,                   1,               0.995,             0.85806,           0.0088424,           0.0031657,           0.0021429,           0.0044362,           0.0044362,           0.0044362
                 283,             0.02221,           0.0072626,           0.0067177,             0.99665,                   1,               0.995,             0.78377,            0.010019,           0.0032111,           0.0021262,           0.0044164,           0.0044164,           0.0044164
                 284,            0.019418,           0.0066989,           0.0039547,             0.99665,                   1,               0.995,             0.78377,            0.010019,           0.0032111,           0.0021262,           0.0043966,           0.0043966,           0.0043966
                 285,            0.017193,           0.0061591,           0.0064317,             0.99662,                   1,               0.995,             0.85927,           0.0077369,           0.0029893,           0.0021015,           0.0043768,           0.0043768,           0.0043768
                 286,             0.01734,           0.0067037,           0.0042649,              0.9966,                   1,               0.995,              0.7805,           0.0099043,           0.0032639,           0.0020815,            0.004357,            0.004357,            0.004357
                 287,            0.019745,           0.0067098,           0.0051883,             0.99642,                   1,               0.995,             0.78345,             0.01158,           0.0033175,           0.0020838,           0.0043372,           0.0043372,           0.0043372
                 288,            0.020483,           0.0062368,           0.0057529,             0.99642,                   1,               0.995,             0.78345,             0.01158,           0.0033175,           0.0020838,           0.0043174,           0.0043174,           0.0043174
                 289,            0.018427,           0.0067962,           0.0041755,             0.99637,                   1,               0.995,             0.76306,            0.010453,           0.0031701,            0.002067,           0.0042976,           0.0042976,           0.0042976
                 290,            0.018678,           0.0070286,            0.004906,             0.99657,                   1,               0.995,             0.82351,            0.012376,           0.0034697,            0.002035,           0.0042778,           0.0042778,           0.0042778
                 291,            0.020198,           0.0060278,           0.0029241,             0.99649,                   1,               0.995,             0.83703,            0.011817,           0.0033044,           0.0020322,            0.004258,            0.004258,            0.004258
                 292,            0.022504,           0.0074696,           0.0052113,             0.99649,                   1,               0.995,             0.83703,            0.011817,           0.0033044,           0.0020322,           0.0042382,           0.0042382,           0.0042382
                 293,            0.020668,           0.0063285,           0.0049772,             0.99635,                   1,               0.995,             0.85451,             0.01143,           0.0032193,           0.0020366,           0.0042184,           0.0042184,           0.0042184
                 294,            0.021999,           0.0067258,           0.0061289,             0.99642,                   1,               0.995,             0.76772,            0.012642,            0.003382,           0.0020573,           0.0041986,           0.0041986,           0.0041986
                 295,            0.023559,           0.0076494,           0.0040407,             0.99628,                   1,               0.995,             0.84215,            0.007928,           0.0030632,           0.0020663,           0.0041788,           0.0041788,           0.0041788
                 296,            0.018095,           0.0071237,           0.0037836,             0.99628,                   1,               0.995,             0.84215,            0.007928,           0.0030632,           0.0020663,            0.004159,            0.004159,            0.004159
                 297,            0.016211,           0.0063902,           0.0051765,              0.9962,                   1,               0.995,             0.85119,           0.0074484,           0.0030835,            0.002072,           0.0041392,           0.0041392,           0.0041392
                 298,            0.015692,            0.006114,           0.0035621,              0.9963,                   1,               0.995,             0.87057,            0.010237,           0.0032695,           0.0020592,           0.0041194,           0.0041194,           0.0041194
                 299,            0.018973,           0.0069605,           0.0038439,             0.99633,                   1,               0.995,             0.81195,           0.0083481,            0.003063,            0.002045,           0.0040996,           0.0040996,           0.0040996
                 300,            0.018266,           0.0062503,           0.0044748,             0.99633,                   1,               0.995,             0.81195,           0.0083481,            0.003063,            0.002045,           0.0040798,           0.0040798,           0.0040798
                 301,            0.016331,           0.0064977,           0.0036218,             0.99634,                   1,               0.995,             0.89799,           0.0072896,           0.0030778,           0.0020525,             0.00406,             0.00406,             0.00406
                 302,            0.017655,           0.0068538,           0.0042142,             0.99642,                   1,               0.995,             0.84354,            0.012322,           0.0034502,           0.0020382,           0.0040402,           0.0040402,           0.0040402
                 303,            0.020331,           0.0067171,            0.005846,             0.99646,                   1,               0.995,              0.8003,           0.0082896,           0.0030764,           0.0020489,           0.0040204,           0.0040204,           0.0040204
                 304,             0.01927,           0.0058986,           0.0053161,             0.99646,                   1,               0.995,              0.8003,           0.0082896,           0.0030764,           0.0020489,           0.0040006,           0.0040006,           0.0040006
                 305,            0.016019,           0.0059008,           0.0040744,             0.99647,                   1,               0.995,             0.83765,           0.0070994,           0.0029698,           0.0020455,           0.0039808,           0.0039808,           0.0039808
                 306,            0.017216,            0.007559,           0.0050392,             0.99651,                   1,               0.995,              0.7934,            0.011145,           0.0032997,           0.0020274,            0.003961,            0.003961,            0.003961
                 307,             0.01926,           0.0075045,           0.0054894,             0.99649,                   1,               0.995,             0.83591,           0.0094217,           0.0030948,           0.0020427,           0.0039412,           0.0039412,           0.0039412
                 308,            0.016349,            0.006248,            0.004725,             0.99649,                   1,               0.995,             0.83591,           0.0094217,           0.0030948,           0.0020427,           0.0039214,           0.0039214,           0.0039214
                 309,            0.015573,           0.0060255,           0.0057536,              0.9966,                   1,               0.995,             0.91015,           0.0068676,           0.0028457,           0.0020442,           0.0039016,           0.0039016,           0.0039016
                 310,            0.015505,           0.0062377,           0.0042185,             0.99666,                   1,               0.995,              0.8601,           0.0094176,           0.0031292,           0.0020248,           0.0038818,           0.0038818,           0.0038818
                 311,            0.018581,            0.006408,           0.0040018,             0.99668,                   1,               0.995,             0.90368,           0.0083387,           0.0030541,           0.0020325,            0.003862,            0.003862,            0.003862
                 312,             0.01932,           0.0072124,           0.0091341,             0.99668,                   1,               0.995,             0.90368,           0.0083387,           0.0030541,           0.0020325,           0.0038422,           0.0038422,           0.0038422
                 313,            0.016123,           0.0057164,           0.0046734,             0.99672,                   1,               0.995,             0.91063,           0.0073376,           0.0028392,           0.0020259,           0.0038224,           0.0038224,           0.0038224
                 314,            0.018097,           0.0053679,           0.0056759,             0.99689,                   1,               0.995,             0.84018,            0.010292,           0.0032636,           0.0020199,           0.0038026,           0.0038026,           0.0038026
                 315,            0.023371,           0.0059973,           0.0073283,             0.99699,                   1,               0.995,             0.78936,            0.010345,           0.0030588,           0.0020257,           0.0037828,           0.0037828,           0.0037828
                 316,            0.017276,           0.0076744,           0.0034952,             0.99699,                   1,               0.995,             0.78936,            0.010345,           0.0030588,           0.0020257,            0.003763,            0.003763,            0.003763
                 317,            0.015947,            0.006353,           0.0035288,             0.99699,                   1,               0.995,             0.82546,           0.0097749,           0.0029938,           0.0020303,           0.0037432,           0.0037432,           0.0037432
                 318,            0.015716,           0.0063076,            0.005135,             0.99696,                   1,               0.995,             0.79851,           0.0086277,           0.0030251,            0.002042,           0.0037234,           0.0037234,           0.0037234
                 319,            0.016783,           0.0070115,           0.0038042,              0.9971,                   1,               0.995,               0.768,             0.01095,           0.0031206,           0.0020517,           0.0037036,           0.0037036,           0.0037036
